第0世代平均適応度 0.000000
  1 : J U Q M , Z Z Z Z , C I P G , P Z T A      16
  2 : J C Q M , Z Z Z Z , Q E T G , P Z T A      16
  3 : J C Q M , Z Z Z Z , V O T D , P Z T A      16
  4 : J C Q M , Z Z Z Z , C I T G , P Z T A      16
  5 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  6 : J C Q M , Z Z Z Z , C I P G , P Z T A      16
  7 : J U Q M , Z Z Z Z , C E T G , X Z T A      16
  8 : J U Q M , Z Z Z Z , C E P I , P Z T A      16
  9 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 10 : J C Q M , Z Z Z Z , C I T I , P Z T P      16
 11 : J C Q M , Z Z Z Z , Q E T D , P Z T A      16
 12 : J C Q M , Z Z Z Z , C E T I , P Z T P      16
 13 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 14 : I C Q M , Z Z Z Z , C E N D , P Z T A      16
 15 : J U Q M , Z Z Z Z , C E T G , P Z T A      16
 16 : J C Q M , Z Z Z Z , C E N G , P Z T A      16
 17 : J U Q M , Z Z Z Z , C E T G , P Z T A      16
 18 : J C Q M , Z Z Z Z , C E N G , P Z T A      16
 19 : E C Q M , Z Z Z Z , C E T G , P Z T A      16
 20 : J U Q M , Z Z Z Z , C E T D , P Z T A      16
 21 : J C Q M , Z Z Z Z , C E T D , P Z T A      16
 22 : J C Q M , Z Z Z Z , C E P G , P Z T A      16
 23 : J C U M , Z Z Z Z , C I T G , P Z T A      16
 24 : J U Q M , Z Z Z Z , C E N F , P Z T A      16
 25 : J C Q M , Z Z Z Z , C E T F , C Z T P      16
 26 : J U Q M , Z Z Z Z , C E P G , X Z T A      16
 27 : J U Q M , Z Z Z Z , C E T G , X Z T A      16
 28 : J U Q M , Z Z Z Z , C E T D , P Z T A      16
 29 : J C Q M , Z Z Z Z , C E L F , P Z T A      16
第166世代平均適応度 15.500000
  0 : J C Q M , Z Z Z Z , Q E T G , P Z T A      16
  1 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  2 : J U Q M , Z Z Z Z , C E T G , X Z T A      16
  3 : J C Q M , Z Z Z Z , C E T G , X Z T A      16
  4 : J U Q M , Z Z Z Z , C I T G , P Z T A      16
  5 : J C Q M , Z Z Z Z , C E T I , P Z T P      16
  6 : J U Q M , Z Z Z Z , C E N F , P Z T A      16
  7 : J C Q M , Z Z Z Z , C E T F , P Z T A      16
  8 : J C Q M , Z Z Z Z , Q E T G , P Z T A      16
  9 : J C Q M , Z Z Z Z , C E T G , P Z T P      16
 10 : J C Q M , Z Z Z Z , C E T G , P Z T P      16
 11 : E C Q M , Z Z Z Z , C E T I , P Z T P      16
 12 : J C Q M , Z Z Z Z , C E L G , P Z T A      16
 13 : J C Q M , Z Z Z Z , Q E T G , P Z T A      16
 14 : J U Q M , Z Z Z Z , C E T F , P Z T A      16
 15 : J U Q M , Z Z Z Z , C E N G , P Z T A      16
 16 : E U Q M , Z Z Z Z , C E N G , P Z T A      16
 17 : J C U M , Z Z Z Z , C I T G , P Z T A      16
 18 : J C Q M , Z Z Z I , C E T G , C Z T P      1
 19 : E C Q M , Z Z Z Z , C E P G , X Z T A      16
 20 : J C Q M , Z Z Z Z , C I T I , P Z T A      16
 21 : J C Q M , Z Z Z Z , C E P G , P Z T A      16
 22 : J U Q M , Z Z Z Z , Q E T D , P Z T A      16
 23 : J C Q M , Z Z Z Z , Q O T D , P Z T A      16
 24 : J C Q M , Z Z Z Z , V O T G , P Z T A      16
 25 : J C Q M , Z Z Z Z , C I T G , P Z T A      16
 26 : J C Q M , Z Z Z Z , C E T G , X Z T A      16
 27 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 28 : J C Q M , Z Z Z Z , C I T G , P Z T P      16
 29 : J C Q M , Z Z Z Z , C E N F , P Z T A      16
第167世代平均適応度 16.000000
  0 : J C Q M , Z Z Z Z , C E T G , P Z T P      16
  1 : J U Q M , Z Z Z Z , C E N F , P Z T A      16
  2 : J U Q M , Z Z Z Z , C E T D , P Z T A      16
  3 : J C Q M , Z Z Z Z , C I P G , P Z T A      16
  4 : J C Q M , Z Z Z Z , C E T G , X Z T A      16
  5 : J U Q M , Z Z Z Z , C E T F , P Z T A      16
  6 : J C Q M , Z Z Z Z , C E P G , P Z T A      16
  7 : J C Q M , Z Z Z Z , C E T F , P Z T P      16
  8 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  9 : J C Q M , Z Z Z Z , C E N G , P Z T P      16
 10 : J C U M , Z Z Z Z , C E A F , P Z T A      16
 11 : J C Q M , Z Z Z Z , C E N G , P Z T A      16
 12 : J C Q M , Z Z Z Z , C I T G , P Z T P      16
 13 : E C Q M , Z Z Z Z , C E T G , P Z T A      16
 14 : J C Q M , Z Z Z Z , C E T G , P Z S A      16
 15 : J C Q M , Z Z Z Z , C E N F , P Z T A      16
 16 : J C Q M , Z Z Z Z , C E T I , P Z T A      16
 17 : J C Q M , Z Z Z Z , C E T I , P Z T A      16
 18 : J U Q M , Z Z Z Z , C E T I , P Z T A      16
 19 : J C Q M , Z Z Z Z , Q E T G , P Z T A      16
 20 : J C Q M , Z Z Z Z , C E T G , P Z T P      16
 21 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 22 : J C Q M , Z Z Z Z , Q E T I , P Z T A      16
 23 : J C Q M , Z Z Z Z , C I T G , P Z T P      16
 24 : E U Q M , Z Z Z Z , C E N G , P Z T A      16
 25 : E C Q M , Z Z Z Z , C E T A , P Z T A      16
 26 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 27 : J U Q M , Z Z Z Z , C I T G , P Z T A      16
 28 : J C Q M , Z Z Z Z , C I T G , P Z T P      16
 29 : J M Q M , Z Z Z Z , C I T G , P Z T A      16
第168世代平均適応度 16.000000
  0 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  1 : J C Q M , Z Z Z Z , Q I T G , P Z T P      16
  2 : J C Q M , Z Z Z Z , C I T G , P Z T P      16
  3 : I C Q M , Z Z Z Z , C E P G , P Z T A      16
  4 : J U Q M , Z Z Z Z , C E T G , P Z T C      16
  5 : J C Q M , Z Z Z Z , C E T G , P Z T P      16
  6 : E C Q M , Z Z Z Z , C I T A , P Z T A      16
  7 : J C Q M , Z Z Z Z , C I T G , P Z T P      16
  8 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  9 : J C Q M , Z Z Z Z , C E N G , P Z T A      16
 10 : J C Q M , Z Z Z Z , C E N G , P Z T A      16
 11 : J C Q M , Z Z Z Z , C E N G , P Z T A      16
 12 : E C Q M , Z Z Z Z , C E T A , P Z T A      16
 13 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 14 : J C U M , Z Z Z Z , C E A Q , P Z T P      16
 15 : J C Q M , Z Z Z Z , C E N G , P Z T A      16
 16 : J C Q M , Z Z Z Z , C I T I , P Z T P      16
 17 : J U Q M , Z Z Z Z , C E N F , P Z T A      16
 18 : J C U M , Z Z Z Z , C I A F , P Z T A      16
 19 : J C Q M , Z Z Z Z , C E T I , P Z T P      16
 20 : J C Q M , Z Z Z Z , C E T G , P Z T P      16
 21 : J M Q M , Z Z Z Z , C I P G , P Z T A      16
 22 : J C Q M , Z Z Z Z , C E T G , X Z T A      16
 23 : J F Q M , Z Z Z Z , C E T G , P Z T A      16
 24 : E C Q M , Z Z Z Z , C E T G , P Z T A      16
 25 : J C Q M , Z Z Z Z , C I T G , P Z T A      16
 26 : J C U M , Z Z Z Z , C E A F , P Z T A      16
 27 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 28 : J C Q M , Z Z Z Z , Q E T I , P Z T A      16
 29 : J C Q M , Z Z Z Z , C E T G , P Z T P      16
第169世代平均適応度 16.000000
  0 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  1 : I C Q M , Z Z Z Z , C E T G , P Z T A      16
  2 : J C Q M , Z Z Z Z , C E N G , P Z T P      16
  3 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  4 : J C Q M , Z Z Z Z , C I N G , P Z T A      16
  5 : J C Q M , Z Z Z Z , R E T G , P Z T A      16
  6 : J C Q M , Z Z Z Z , C E T Q , P Z T P      16
  7 : J C Q M , Z Z Z Z , C E P G , P Z T C      16
  8 : J C Q M , Z Z Z Z , C E T G , P Z T P      16
  9 : J C Q M , Z Z Z Z , C I P G , P Z T P      16
 10 : J F Q M , Z Z Z Z , C E T G , P Z T A      16
 11 : I C Q M , Z Z Z Z , C E T G , P Z T A      16
 12 : J C Q M , Z Z Z Z , C I T G , P Z T P      16
 13 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 14 : J C U M , Z Z Z Z , C E A F , P Z T A      16
 15 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 16 : J C U F , Z Z Z Z , C E A F , P Z T P      16
 17 : J C Q M , Z Z Z Z , C E N G , P Z T A      16
 18 : J U Q M , Z Z Z Z , Q I T G , P Z T C      16
 19 : J U Q M , Z Z Z Z , C I T G , P Z T A      16
 20 : I C Q M , Z Z Z Z , C E P G , P Z T A      16
 21 : J C Q M , Z Z Z Z , C E N F , P Z T P      16
 22 : E C Q M , Z Z Z Z , C E T G , P Z T P      16
 23 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 24 : J F Q M , Z Z Z Z , C E N G , P Z T A      16
 25 : J C Q M , Z Z Z Z , C E P G , P Z T A      16
 26 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 27 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 28 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 29 : J U U M , Z Z Z Z , C E A Q , P Z T P      16
第170世代平均適応度 16.000000
  0 : J C Q M , Z Z Z Z , C E N G , P Z T P      16
  1 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  2 : J C Q M , Z Z Z Z , C I N G , P Z T A      16
  3 : J F Q M , Z Z Z Z , C E T G , P Z T A      16
  4 : J C Q M , Z Z Z Z , C E T G , P Z T C      16
  5 : J C U M , Z Z Z Z , C E P Q , P Z T C      16
  6 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  7 : J U Q M , Z Z Z Z , C I P G , P Z T A      16
  8 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  9 : J C Q M , Z Z Z Z , C E N G , P Z T A      16
 10 : J U Q M , Z Z Z Z , C E A G , P Z T P      16
 11 : J C Q M , Z Z Z Z , C I P Q , P K T P      16
 12 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 13 : J F Q M , Z Z Z Z , C E N G , P Z T A      16
 14 : J C U M , Z Z Z Z , C E T G , P Z T A      16
 15 : J C Q M , Z Z Z Z , C I T F , P Z T P      16
 16 : I C Q M , Z Z Z Z , C I N G , P Z T A      16
 17 : J C Q M , Z Z Z Z , R E T G , P Z T A      16
 18 : I U U M , Z Z Z Z , C E T G , P Z T P      16
 19 : J F Q M , Z Z Z Z , C E T G , P Z T A      16
 20 : J C Q M , Z Z Z Z , C I T G , P Z T A      16
 21 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 22 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 23 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 24 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 25 : I C Q M , Z Z Z Z , C E T G , P Z T A      16
 26 : J Q Q M , Z Z Z Z , C E P G , P Z T A      16
 27 : J C Q M , Z Z Z Z , C E T G , P Z T P      16
 28 : J U U O , Z Z Z Z , C I T G , P Z G C      16
 29 : J C Q M , Z Z Z Z , C E T Q , P Z T P      16
第171世代平均適応度 16.000000
  0 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  1 : I F Q M , Z Z Z Z , C E T G , P Z T A      16
  2 : J U Q M , Z Z Z Z , C E T G , P Z T A      16
  3 : J C Q M , Z Z Z Z , R E T G , P Z T A      16
  4 : J C Q M , Z Z Z Z , C I P G , P Z T A      16
  5 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  6 : J C Q M , Z Z Z Z , C E T G , P Z T C      16
  7 : J U Q M , Z Z Z Z , C E P G , P Z T A      16
  8 : J C Q M , Z Z Z Z , C E P Q , P Z T A      16
  9 : J F Q M , Z Z Z Z , C E T G , P Z T A      16
 10 : J C Q M , Z Z Z Z , C I T F , P Z T P      16
 11 : J C Q M , Z Z Z Z , C I T Q , P Z T A      16
 12 : J C Q M , Z Z Z Z , C I P G , P K T A      16
 13 : J C Q M , Z Z Z Z , C I T G , P Z T A      16
 14 : J U Q M , Z Z Z Z , R E A G , P Z T A      16
 15 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 16 : J C Q M , Z Z Z Z , C E P G , P Z T C      16
 17 : J C Q M , Z Z Z Z , C E T G , P Z T P      16
 18 : I C Q M , Z Z Z Z , C E N G , P Z T A      16
 19 : J Q Q M , Z Z Z Z , C E P G , P Z T A      16
 20 : J C Q M , Z Z Z Z , C E T G , P Z T P      16
 21 : J C Q M , Z Z Z Z , C E P G , P Z T A      16
 22 : J F Q M , Z Z Z Z , C E T G , P S T A      16
 23 : J C Q M , Z Z Z Z , C E T G , P Z T P      16
 24 : J U Q M , Z Z Z Z , C E A G , P Z T P      16
 25 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 26 : J Q Q M , Z Z Z Z , C I P G , P Z T A      16
 27 : J C Q M , Z Z Z Z , C E T F , P Z T P      16
 28 : J C Q M , Z Z Z Z , C I T F , P Z T P      16
 29 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
第172世代平均適応度 16.000000
  0 : J C Q M , Z Z Z Z , C E T G , P Z T P      16
  1 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  2 : J C Q M , Z Z Z Z , C S T G , P Z T A      16
  3 : J C Q M , Z Z Z Z , C E P G , P K T A      16
  4 : J Q Q M , Z Z Z Z , C E T G , P Z T P      16
  5 : I F Q M , Z Z Z Z , C E T G , P Z T A      16
  6 : J C Q M , Z Z Z Z , C I P G , P Z T C      16
  7 : J F Q M , Z Z Z Z , C E P G , P Z T A      16
  8 : J C Q M , Z Z Z Z , C E P G , P Z T C      16
  9 : J Q Q M , Z Z Z Z , C I P G , P Z T A      16
 10 : J C Q M , Z Z Z Z , C I T F , P Z T P      16
 11 : J C Q M , Z Z Z Z , C I P G , P Z T A      16
 12 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 13 : J Q Q M , Z Z Z Z , C E P G , P Z T A      16
 14 : J C Q M , Z Z Z Z , R E A G , P Z T A      16
 15 : J C Q M , Z Z Z Z , C E P S , P Z T A      16
 16 : J C Q M , Z Z Z Z , R E T G , P Z T A      16
 17 : J U G M , Z Z Z Z , R E P G , P Z T A      16
 18 : J C Q M , Z Z Z Z , C E P Q , P Z T A      16
 19 : J U Q M , Z Z Z Z , C E A G , P Z T A      16
 20 : J B Q M , Z Z Z Z , C E P G , P Z T C      16
 21 : J C Q M , Z Z Z Z , C E P G , P Z T A      16
 22 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 23 : J C Q M , Z Z Z Z , C I T G , P Z T P      16
 24 : J C Q M , Z Z Z Z , C E T G , J Z T P      16
 25 : J Q Q M , Z Z Z Z , C I P G , P Z T A      16
 26 : J C Q M , Z Z Z Z , C E P G , P Z T A      16
 27 : J Q Q M , Z Z Z Z , C E P G , P Z T A      16
 28 : J C Q M , Z Z Z Z , C E T F , P Z T P      16
 29 : J C Q M , Z Z Z Z , C I T G , P Z T A      16
第173世代平均適応度 16.000000
  0 : J C Q M , Z Z Z Z , C E P Q , P Z T A      16
  1 : J U Q M , Z Z Z Z , C E P G , P Z T A      16
  2 : J C Q M , Z Z Z Z , Q E P G , P Z T A      16
  3 : J B Q M , Z Z Z Z , C E P G , P Z T N      16
  4 : J Q Q M , Z Z Z Z , C E P G , P Z T A      16
  5 : J C Q M , Z Z Z Z , C E P Q , P Z T A      16
  6 : J C G M , Z Z Z Z , R E A G , P Z T C      16
  7 : J C Q M , Z Z Z Z , C E P G , P K T A      16
  8 : J C Q M , Z Z Z Z , C I P G , P Z T A      16
  9 : J C Q M , Z Z Z Z , C I P G , P Z T P      16
 10 : J C Q M , Z Z Z Z , C I P G , P Z T P      16
 11 : J Q Q M , Z Z Z Z , C I P G , P Z T C      16
 12 : J C Q M , Z Z Z Z , C E P Q , P Z T A      16
 13 : J Q Q M , Z Z Z Z , C E T G , P Z T A      16
 14 : J C Q M , Z Z Z Z , C E T G , P Z T P      16
 15 : J C Q M , Z Z Z Z , C E O G , P Z T A      16
 16 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 17 : J C Q M , Z Z Z Z , C I P G , P Z T A      16
 18 : J F Q M , Z Z Z Z , C I T G , P Z T A      16
 19 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 20 : J U Q M , Z Z Z Z , R I T G , P Z T A      16
 21 : J C Q M , Z Z Z Z , C E A G , P Z T A      16
 22 : J C Q M , Z Z Z Z , C I A G , P Z T A      16
 23 : J Q Q M , Z Z Z Z , C E T G , P Z T P      16
 24 : J U Q M , Z Z Z Z , C S T G , P Z T A      16
 25 : J Q Q M , Z Z Z Z , C E P G , P Z T A      16
 26 : J C Q M , Z Z Z Z , C E T G , P Z T C      16
 27 : R C Q M , Z Z Z Z , C E T G , P Z T A      16
 28 : J U Q M , Z Z Z Z , R E P G , P Z T A      16
 29 : J C Q M , Z Z Z Z , C S T G , P Z T A      16
第174世代平均適応度 16.000000
  0 : J U Q M , Z Z Z Z , C E P Q , P Z T K      16
  1 : J Q Q M , Z Z Z Z , C E G Q , P Z T P      16
  2 : J Q Q M , Z Z Z Z , C E P G , P Z T C      16
  3 : J C Q M , Z Z Z Z , C E A G , P Z T A      16
  4 : J C Q M , Z Z Z Z , C E P G , P K T A      16
  5 : J Q Q M , Z Z Z Z , C E T G , P Z T A      16
  6 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  7 : J Q Q M , Z Z Z Z , C E T G , P Z T P      16
  8 : J C Q M , Z Z Z Z , C S P Q , P Z T A      16
  9 : J U Q M , Z Z Z Z , C E P G , P Z T A      16
 10 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 11 : J C Q M , Z Z Z Z , C I A G , P Z T A      16
 12 : J C Q M , Z Z Z Z , C I P G , P Z T A      16
 13 : J Q Q M , Z Z Z Z , C E P G , P Z T A      16
 14 : J C A M , Z Z Z Z , C S A G , P Z T A      16
 15 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 16 : J Q Q M , Z Z Z Z , R E P G , P Z T A      16
 17 : J C Q M , Z Z Z Z , R E P G , P Z T C      16
 18 : J C Q M , Z Z Z Z , C I P Q , P Z T A      16
 19 : J C Q M , Z Z Z Z , C S T G , P Z T A      16
 20 : J U Q M , Z Z Z Z , R E T G , P Z T A      16
 21 : J U Q M , Z Z Z Z , R I P Q , P Z T A      16
 22 : J C Q M , Z Z Z Z , C E T G , P Z T N      16
 23 : J Q Q M , Z Z Z Z , C E T G , P Z T A      16
 24 : J Q Q M , Z Z Z Z , C E P G , P Z T A      16
 25 : J C Q M , Z Z Z Z , Q E T G , P Z T A      16
 26 : J G Q M , Z Z Z Z , C E P G , P Z T A      16
 27 : J U Q M , Z Z Z Z , R I T G , P Z T C      16
 28 : J C Q M , Z Z Z Z , C I P Q , P Z T A      16
 29 : J U Q M , Z Z Z Z , C E P G , P Z T A      16
第175世代平均適応度 16.000000
  0 : J C Q M , Z Z Z Z , C S P G , P Z T A      16
  1 : J Q Q M , Z Z Z Z , R E P G , P Z T A      16
  2 : J C Q M , Z Z Z Z , C E T G , P V T A      16
  3 : J Q Q M , Z Z Z Z , R E J Q , P Z T A      16
  4 : J Q Q M , Z Z Z Z , C E T Q , P Z T A      16
  5 : J Q Q M , Z Z Z Z , C E T G , P Z T A      16
  6 : J C Q M , Z Z Z Z , C E P G , P Z T C      16
  7 : J C Q M , Z Z Z Z , C E A Q , P Z T A      16
  8 : J Q Q M , Z Z Z Z , C E T G , P Z T K      16
  9 : J Q Q M , Z Z Z Z , C E P G , P Z T A      16
 10 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 11 : J C Q M , Z Z Z Z , R E P Q , P Z T A      16
 12 : J Q Q M , Z Z Z Z , C E T G , P Z T A      16
 13 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 14 : J U Q M , Z Z Z Z , R E P G , P Z T A      16
 15 : J C Q M , Z Z Z Z , C E P G , P Z T A      16
 16 : J U Q M , Z Z Z Z , C W T G , P Z T A      16
 17 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 18 : J Q Q M , Z Z Z Z , C E T Q , O Z T P      16
 19 : J C Q M , Z Z Z Z , C E G G , P Z T P      16
 20 : J C Q M , Z Z Z Z , C I A Q , P Z T A      16
 21 : W Q Q M , Z Z Z Z , C E P G , P Z T A      16
 22 : J Q Q M , Z Z Z Z , C S T G , P Z T A      16
 23 : J U Q M , Z Z Z Z , C I P Q , P Z T A      16
 24 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 25 : J C Q M , Z Z Z Z , C I P Q , P Z T A      16
 26 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 27 : J C Q M , Z Z Z Z , C S G G , P Z T A      16
 28 : J L Q M , Z Z Z Z , C I P Q , P Z T A      16
 29 : J C Q M , Z Z Z Z , C I P G , P Z T A      16
第176世代平均適応度 16.000000
  0 : J C Q M , Z Z Z Z , C I P Q , P Z T A      16
  1 : J C Q M , Z Z Z Z , C E T G , P Z T P      16
  2 : J Q Q M , Z Z Z Z , R E P G , P Z T A      16
  3 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  4 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  5 : J Q Q M , Z Z Z Z , C E P G , P Z T K      16
  6 : J Q Q M , Z Z Z Z , C I P Q , P Z T A      16
  7 : J C Q M , Z Z Z Z , C E P G , P Z T A      16
  8 : J Q Q M , Z Z Z Z , C E P G , P Z T A      16
  9 : J Q Q M , Z Z Z Z , C E G G , N Z T P      16
 10 : J C Q M , Z Z Z Z , C E T G , P Z T C      16
 11 : J Q Q M , Z Z Z Z , C E T G , P Z T A      16
 12 : J U Q M , Z Z Z Z , C E L Q , P Z T A      16
 13 : J C Q M , Z Z Z Z , C E G Q , P Z T C      16
 14 : J C Q M , Z Z Z Z , C E T G , P Z T C      16
 15 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 16 : J U Q M , Z Z Z Z , C I P Q , P Z T A      16
 17 : J Q Q M , Z Z Z Z , C S T Q , P Z T A      16
 18 : J C Q M , Z Z Z Z , C E G G , P Z T A      16
 19 : J C Q M , Z Z Z Z , C E T Q , P Z T A      16
 20 : J C Q M , Z Z Z Z , C E A G , P Z T A      16
 21 : J C Q M , Z Z Z Z , C E T G , P Z T C      16
 22 : J C Q K , Z Z Z Z , C E T Q , P Z T A      16
 23 : J C Q M , Z Z Z Z , R E A G , P Z T A      16
 24 : J C Q M , Z Z Z Z , C E T G , P Z T C      16
 25 : J C Q M , Z Z Z Z , C E P G , P Z T A      16
 26 : J Q Q M , Z Z Z Z , C E T Q , P Z T A      16
 27 : J Q Q M , Z Z Z Z , C E P G , P Z T A      16
 28 : J Q Q M , Z Z Z Z , C I P Q , P Z T A      16
 29 : W Q Q M , Z Z Z Z , C E T G , P Z T A      16
第177世代平均適応度 15.500000
  0 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  1 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  2 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  3 : J C Q M , Z Z Z Z , C E T Q , P Z T A      16
  4 : J Q Q M , Z Z Z Z , C E T G , P Z T A      16
  5 : J O Q M , Z Z Z Z , C E P G , P Z T A      16
  6 : J C Q M , Z Z Z Z , C E P G , P Z T C      16
  7 : J C Q M , Z Z Z Z , C E P G , P Z T C      16
  8 : J C Q K , Z Z Z Z , C E T Q , P Z T A      16
  9 : J Q Q M , Z Z Z Z , C E T Q , P Z T C      16
 10 : J C Q M , Z Z Z Z , C E T G , P Z T P      16
 11 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 12 : J Q Q M , Z Z Z Z , C E T G , P Z T K      16
 13 : J Q Q M , Z Z Z Z , C E P Q , P Z T A      16
 14 : J Q Q M , Z Z Z Z , C E T Q , P Z T A      16
 15 : J C Q M , Z O Z Z , C E T Q , P Z T A      1
 16 : J Q Q M , Z Z Z Z , C E T Q , P Z T C      16
 17 : J Q Q M , Z Z Z Z , C E T Q , P Z T A      16
 18 : J C Q M , Z Z Z Z , C E T Q , P Z T A      16
 19 : J Q Q M , Z Z Z Z , C E P G , P Z T K      16
 20 : Z Q Q M , Z Z Z Z , C E T G , P Z T A      16
 21 : J U Q M , Z Z Z Z , C I P Q , P Z T A      16
 22 : J Q Q M , Z Z Z Z , C E Q G , P Z T A      16
 23 : J C Q M , Z Z Z Z , R E A G , P Z T A      16
 24 : J C Q M , Z Z Z Z , C E T Q , P Z T C      16
 25 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 26 : J Q Q M , Z Z Z Z , R E P G , P Z T A      16
 27 : J U Q M , Z Z Z Z , R E L Q , P Z T A      16
 28 : J C Q M , Z Z Z Z , C E T G , P Z T C      16
 29 : J C Q K , Z Z Z Z , C E P Q , P Z T A      16
第178世代平均適応度 16.000000
  0 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  1 : J Q Q M , Z Z Z Z , C E P G , P Z T K      16
  2 : J Q Q M , Z Z Z Z , C E A G , P Z T C      16
  3 : J Q Q M , Z Z Z Z , C E P Q , P Z T K      16
  4 : J Q Q M , Z Z Z Z , C E P G , P Z T K      16
  5 : J Q Q M , Z Z Z Z , C E T G , P Z T A      16
  6 : J C Q K , Z Z Z Z , C E P G , P Z T A      16
  7 : Z C Q M , Z Z Z Z , C E T G , P Z T A      16
  8 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
  9 : J Q Q M , Z Z Z Z , C E P G , P Z T K      16
 10 : Z Q Q M , Z Z Z Z , C E T G , P Z T A      16
 11 : J O Q M , Z Z Z Z , C E T Q , P Z T A      16
 12 : Z Q Q K , Z Z Z Z , C E T Q , P Z T A      16
 13 : J Q Q M , Z Z Z Z , C E T Q , P Z T K      16
 14 : J C Q M , Z Z Z Z , C E T G , Y Z T A      16
 15 : J C Q M , Z Z Z Z , C E P G , P Z T A      16
 16 : J C Q M , Z Z Z Z , C E T Q , P Z T C      16
 17 : J C Q M , Z Z Z Z , C E P Q , P Z T A      16
 18 : J C Q M , Z Z Z Z , C E T G , P Z T A      16
 19 : J Q Q M , Z Z Z Z , C E T G , P Z T C      16
 20 : J U Q M , Z Z Z Z , C E T G , P Z T P      16
 21 : J U Q M , Z Z Z Z , C E P Q , P Z T A      16
 22 : J C Q M , Z Z Z Z , C E P G , P Z T A      16
 23 : J Q Q M , Z Z Z Z , C I T Q , P Z T A      16
 24 : J O Q M , Z Z Z Z , C E T G , P Z T A      16
 25 : J C Q M , Z Z Z Z , R E T Q , P Z T A      16
 26 : J C Q K , Z Z Z Z , C E T Q , P Z T C      16
 27 : J Q Q M , Z Z Z Z , C E T Q , K Z T A      16
 28 : J C Q K , Z Z Z Z , C E T G , P Z T A      16
 29 : J C Q M , Z Z Z Z , C E A G , C Z T A      16
第179世代平均適応度 15.633333
  0 : J Q Q K , Z Z Z Z , C E T G , P Z T A      16
  1 : J Q Q M , Z Z Z Z , C E P Q , K Z T A      16
  2 : J Q Q M , Z Z Z Z , C E T S , P Z T A      16
  3 : J Q Q M , Z Z Z Z , C E T G , P Z T K      16
  4 : J Q Q K , Z Z Z Z , C E P G , P Z T C      16
  5 : J C Q M , Z Z Z Z , C E T Q , P Z T A      16
  6 : J O Q M , Z Z Z Z , C E P Q , P Z T A      16
