第0世代平均適応度 0.000000
  3 : R Q H M , C Z Z Z , D X U G , V B Y P      5
  4 : R Y H M , C Z Z Z , K C U U , V H T P      5
  5 : R R D M , C Z Z Z , D E U N , V E Y P      5
  6 : R Q D M , C Z Z Z , D C U M , V H T P      5
  7 : K Y H M , C Z Z Z , P O U N , V X Y Q      5
  8 : R Y H M , C Z Z Z , C C U N , V X T F      5
  9 : R Q Z M , C Z Z Z , C O U N , H X Y Q      5
 10 : U R H M , C Z Z Z , C C W U , V E Y H      5
 11 : R G H M , C Z Z Z , D C U U , S X Y Q      5
 12 : R Q D M , C Z Z Z , C O T N , S H T Q      5
 13 : S Q H M , C Z Z Z , C O U G , V B Y H      5
 14 : N Y H M , C Z Z Z , C C Q U , V H T Q      5
 15 : R Q H M , C Z Z Z , D E T N , V X T P      5
 16 : N G H M , C Z Z Z , C E U U , V H T P      5
 17 : R Y H M , C Z Z Z , D C T N , V B T A      5
 18 : N G H M , C Z Z Z , D E T U , V A Y Q      5
 19 : L Y D M , C Z Z Z , D E T N , S E T K      5
 20 : R Y H M , C Z Z Z , C E B M , V M Y P      5
 21 : R Y H M , C Z Z Z , D O Q U , V X Y Q      5
 22 : R G D M , C Z Z Z , D E T U , C H T P      5
 23 : N Y H M , C Z Z Z , D C U N , V B T P      5
 24 : R Q H M , C Z Z Z , C Q T U , V E T K      5
 25 : R Y H M , C Z Z Z , C C U N , V E T F      5
 26 : R Y H M , C Z Z Z , C Q T M , V E T F      5
 27 : R Y D M , C Z Z Z , D E U N , V B T P      5
 28 : R B H M , C Z Z Z , D C T M , N H T A      5
 29 : R Q D M , C Z Z Z , C E U N , V X Y Q      5
第32世代平均適応度 5.000000
  0 : N G H M , C Z Z Z , C E U U , V B T P      5
  1 : R Q D M , C Z Z Z , C O T N , V X Y Q      5
  2 : N Y H M , C Z Z Z , D C U N , V E T P      5
  3 : N Y H M , C Z Z Z , P M U N , V X T Q      5
  4 : N G H M , C Z Z Z , D E T S , V A Y Q      5
  5 : N Q Z M , C Z Z Z , C E U U , V H Y Q      5
  6 : R Y H M , C Z Z Z , K O U U , V H T P      5
  7 : R G H M , C Z Z Z , C O U N , H X T P      5
  8 : R R D M , C Z Z Z , D C U M , V E T P      5
  9 : R Q D M , C Z Z Z , C O U M , H X Y Q      5
 10 : R Y D M , C Z Z Z , D E U N , V B Y P      5
 11 : R Y D M , C Z Z Z , D E U N , V H T P      5
 12 : N Y H M , C Z Z Z , C E U N , N H T F      5
 13 : R R H M , C Z Z Z , K C W U , V H Y P      5
 14 : L Y H M , C Z Z Z , D E T N , V E T K      5
 15 : R Q H M , C Z Z Z , D E T N , S X T K      5
 16 : R Q D M , C Z Z Z , C E U N , V X T Q      5
 17 : R Q D M , C Z Z Z , C E B N , V M Y Q      5
 18 : N Q H M , C Z Z Z , C C U U , V H Y Q      5
 19 : N Q H M , C Z Z Z , D E U G , V H Y P      5
 20 : R Q D M , C Z Z Z , C C U N , S X Y Q      5
 21 : R Q D M , C Z Z Z , D E U N , V H Y P      5
 22 : R Y H M , C Z Z Z , C C U N , V B T F      5
 23 : R Q D M , C Z Z Z , C E U N , S H T Q      5
 24 : L Y D M , C Z Z Z , D O T M , V E T A      5
 25 : N R H M , C Z Z Z , C E W U , V E T P      5
 26 : R Q D M , C Z Z Z , D C U G , V H T P      5
 27 : S Q H M , C Z Z Z , C C Q U , V H Y Q      5
 28 : R Q D M , C Z Z Z , D Q T N , V H T P      5
 29 : R Y D M , C Z Z Z , C Q T N , S H T F      5
第33世代平均適応度 4.700000
  0 : N Q H M , C Z Z Z , C C U G , V H Y P      5
  1 : R Y H M , C Z Z Z , P O U N , H X T P      5
  2 : R Q H M , C Z Z Z , D C W U , V H Y P      5
  3 : R Y D M , C Z Z Z , C E U N , V B T P      5
  4 : R Y Z M , C Z Z Z , C E U U , V B Y Q      5
  5 : V Q H M , C Z Z Z , C C W U , V H Y Q      5
  6 : R Y H M , C Z Z Z , K C W U , V H T P      5
  7 : N Q H M , C Z Z Z , C C U N , V H T F      5
  8 : R Q H M , C Z Z Z , D E T N , S H T Q      5
  9 : R Q Z M , N Z Z Z , C E T N , V H Y Q      1
 10 : L Y D M , C Z Z Z , D E U M , S E T A      5
 11 : N G H M , C Z Z Z , D E U U , V B Y P      5
 12 : R Y H M , C Z Z Z , D E U N , V E T K      5
 13 : N G D M , C Z Z Z , C E U S , V A Y Q      5
 14 : R G H M , C Z Z Z , D E T S , V A Y Q      5
 15 : N R H M , C Z Z Z , C E U U , V E T P      5
 16 : R Q D M , C Z Z Z , C Q T N , V H T F      5
 17 : R R H M , C Z Z Z , K O U U , V H Y P      5
 18 : R Y D M , C Z Z Z , D Q T N , S H T P      5
 19 : S Q H M , C Z Z Z , C C U U , V H Y Q      5
 20 : R Y D M , C Z Z Z , K E U N , V H N P      5
 21 : R Y H M , C Z Z V , D E U N , V B T P      0
 22 : S Q H M , C Z Z Z , C C U U , V H Y Q      5
 23 : N Q H M , C Z Z Z , C C Q U , V H Y Q      5
 24 : R Y H M , C Z Z Z , K O Q U , V H T P      5
 25 : R R D M , C Z Z Z , K C U G , V H T P      5
 26 : R Q D M , C Z Z Z , C Q T N , S X T Q      5
 27 : R Y D M , C Z Z Z , C C U N , V B Y F      5
 28 : L Q H M , C Z Z Z , C P T N , V X T Q      5
 29 : R Q H M , C Z Z Z , C C Q U , V H T Q      5
第34世代平均適応度 5.000000
  0 : N Y H M , C Z Z Z , K E Q S , V H Y Q      5
  1 : N Q H M , C Z Z Z , D C T U , S H Y Q      5
  2 : X Y D M , C Z Z Z , C E T N , V H N F      5
  3 : R Y H M , C Z Z Z , D O U N , V X Y P      5
  4 : N G D M , C Z Z Z , D Q U N , V B T F      5
  5 : R G D M , C Z Z Z , C O U U , V A T P      5
  6 : R Y H M , C Z Z Z , D O W U , V H Y P      5
  7 : R R H M , C Z Z Z , K C Q U , V H T Q      5
  8 : R R H M , C Z Z Z , D Q U N , V H T P      5
  9 : R Y H M , C Z Z Z , K C W U , V H Y P      5
 10 : R Y D M , C Z Z Z , C C T N , V B T F      5
 11 : R Q H M , C Z Z Z , C E T N , V B T Q      5
 12 : N Q D M , C Z Z Z , C E U N , S X T Q      5
 13 : R Y H M , C Z Z Z , D Q Q N , S H Y P      5
 14 : R Q D M , C Z Z Z , C Q U N , S X Y Q      5
 15 : R Y D M , C Z Z Z , K O T U , S H Y P      5
 16 : R Y H M , C Z Z Z , C R Q N , V B Y P      5
 17 : N Q D M , C Z Z Z , C C T U , V H T Q      5
 18 : N Q H M , C Z Z Z , C C U N , V H T F      5
 19 : R Y D M , C Z Z Z , C E U N , V H T P      5
 20 : N G D M , C Z Z Z , D E T N , V H T Q      5
 21 : N G D M , C Z Z Z , D E U U , V A Y P      5
 22 : R Q H M , C Z Z Z , C E U S , S A Y Q      5
 23 : N G H M , C Z Z Z , C E U E , V B Y Q      5
 24 : R Y H M , C Z Z Z , K C W S , V A Y Q      5
 25 : R Q H M , C Z Z Z , C C U G , V H T F      5
 26 : R Q H M , C Z Z Z , P C U G , H X T P      5
 27 : R Q H M , C Z Z Z , D C Q N , S H T Q      5
 28 : R Y H M , C Z Z Z , D E W N , V H Y P      5
 29 : R G H M , C Z Z Z , D Q T U , V B Y P      5
第35世代平均適応度 5.000000
  0 : N G H M , C Z Z Z , D E U U , S A Y P      5
  1 : N Y H C , C Z Z Z , C E T U , S H Y P      5
  2 : R Y H M , C Z Z Z , P C U N , V B T P      5
  3 : R G H M , C Z Z Z , D Q T U , V B Y Q      5
  4 : R Y H M , C Z Z Z , K Q W N , V H T P      5
  5 : R R H M , C Z Z Z , D C U U , V H Y P      5
  6 : R Y H M , C Z Z Z , C R Q N , V B Y F      5
  7 : R G H M , C Z Z Z , C E U E , V B Y Q      5
  8 : N G D M , C Z Z Z , K E T F , S H T P      5
  9 : N R H M , C Z Z Z , C Q T N , V K T P      5
 10 : R Y H M , C Z Z Z , C C W U , V H Y P      5
 11 : R Q D M , C Z Z Z , C E U S , V A Y Q      5
 12 : R V H M , C Z Z Z , P E U S , S A Y P      5
 13 : R Q H M , C Z Z Z , C C U G , H X T Q      5
 14 : R Y H M , C Z Z Z , D O W U , S H Y P      5
 15 : R G H M , C Z Z Z , D Q T N , V B Y Q      5
 16 : R Q H M , C Z Z Z , P C U G , H H T P      5
 17 : N G D M , C Z Z Z , D E T U , V H T P      5
 18 : R Y H M , C Z Z Z , K C Q N , S H Y Q      5
 19 : N Q H M , C Z Z Z , D C T N , S H Y F      5
 20 : N G H M , C Z Z Z , K E U E , V B Y Q      5
 21 : N Y D M , C Z Z Z , C E U N , V H T Q      5
 22 : R Q H M , C Z Z Z , C E U N , S B T Q      5
 23 : R Q H M , C Z Z Z , C E T S , V A Y Q      5
 24 : R Q D M , C Z Z Z , C E U N , S X T P      5
 25 : N Y H M , C Z Z Z , D E Q S , S H Y Q      5
 26 : R Y D M , C Z Z Z , C C T N , V B T P      5
 27 : N Q H M , C Z Z Z , D C T U , S H Y P      5
 28 : N Q H M , C Z Z Z , C E T N , S B T Q      5
 29 : R Q D M , C Z Z Z , D C U U , V H T Q      5
第36世代平均適応度 4.833333
  0 : N G D M , C Z Z Z , K E T F , V H T P      5
  1 : N Y H M , C Z Z Z , D E U U , S H Y P      5
  2 : R Y H M , C Z Z Z , C R W U , V B Y P      5
  3 : R Q D M , C Z Z Z , C E U S , S H Y Q      5
  4 : R Q H M , C Z Z Z , D C Q N , S H Y Q      5
  5 : N G H M , C Z Z Z , D E U S , S H Y P      5
  6 : R G H M , C Z Z Z , C E U N , V B Y Q      5
  7 : N Y H M , C Z Z Z , C E Q U , S H Y F      5
  8 : R Y D M , C Z Z Z , K C U U , V H T Q      5
  9 : R G D M , C Z Z Z , D C T U , V H T P      5
 10 : N G H M , C Z Z Z , K E T N , V B T P      5
 11 : N Y D U , C Z Z Z , P E U S , V A Y P      5
 12 : N R H M , C Z Z Z , C E T N , V H T P      5
 13 : N G D M , C Z Z Z , D E T U , S H T P      5
 14 : N R H M , C Z Z Z , P Q T N , H Y T P      5
 15 : N Q D M , C Z Z Z , D E T N , S H T P      5
 16 : N Y H M , C Z Z Z , C Q U N , V K T P      5
 17 : R Q H M , C Z Z Z , C C U G , P H Y P      5
 18 : N G H M , C Z Z Z , D C T U , V H Y F      5
 19 : R Q D M , C Z Z Z , C C U N , V A Y F      5
 20 : N R D M , C Z Z Z , C E T N , V H T Q      5
 21 : R G H M , C Z Z Z , C Q T E , V B Y Q      5
 22 : R Y D M , C Z Z Z , C C U E , V B Y Q      5
 23 : N Q H M , X Z Z Z , D E T S , S H Y Q      0
 24 : R G H M , C Z Z Z , D E K U , V B Y Q      5
 25 : N Y H M , C Z Z Z , D E Q S , V A Y Q      5
 26 : R Y H M , C Z Z Z , D Q T N , S B Y Q      5
 27 : R V H M , C Z Z Z , C E U N , S H T Q      5
 28 : N G D M , C Z Z Z , K C U G , S X T P      5
 29 : R Q H M , C Z Z Z , D C U G , H H Y P      5
第37世代平均適応度 5.000000
  0 : R Q H M , C Z Z Z , C C U G , P H Y P      5
  1 : R Y H M , C Z Z Z , D E T N , V B Y Q      5
  2 : N G H M , C Z Z Z , D E Q Q , S B Y Q      5
  3 : N G I M , C Z Z Z , D E T U , V H T P      5
  4 : R Q D M , C Z Z Z , D C U G , V A Y P      5
  5 : N Y H M , C Z Z Z , D E U U , S K Y P      5
  6 : R G D M , C Z Z Z , K C U U , V H T P      5
  7 : N R D M , C Z Z Z , C E T N , S H T Q      5
  8 : N Y H M , C Z Z Z , C E U U , S H T P      5
  9 : N G D M , C Z Z Z , D E T N , V H Y P      5
 10 : R Q H M , C Z Z Z , D C U S , S H Y P      5
 11 : R Q H M , C Z Z Z , C C U N , H H Y F      5
 12 : R G H M , C Z Z Z , D Q U E , V H Y Q      5
 13 : R Y H M , C Z Z Z , C Q T N , S K Y P      5
 14 : R Q H M , C Z Z Z , K C Q F , S H T Q      5
 15 : R Q D M , C Z Z Z , D C U G , V B Y P      5
 16 : R R H M , C Z Z Z , P Q U N , H Y T P      5
 17 : N Y H M , C Z Z Z , D E U N , V A T Q      5
 18 : N G H M , C Z Z Z , K E T U , V B T F      5
 19 : R G H M , C Z Z Z , C Q T E , V B Y Q      5
 20 : N G H M , C Z Z Z , C E T S , S B Y P      5
 21 : N R H M , C Z Z Z , D E T N , V H Y P      5
 22 : R Q D M , C Z Z Z , C C U N , V A Y P      5
 23 : N Q H M , C Z Z Z , C C U G , S H T P      5
 24 : N Y D M , C Z Z Z , K C U G , W X T Q      5
 25 : R Y H M , C Z Z Z , C Q U G , V K Y P      5
 26 : R G D M , C Z Z Z , C Q T U , V H Y P      5
 27 : N R H M , C Z Z Z , P Q T N , H Y T P      5
 28 : R Q H M , C Z Z Z , D C U G , H H Y F      5
 29 : R Y D M , C Z Z Z , D C K U , V B Y Q      5
第38世代平均適応度 5.000000
  0 : N R H M , C Z Z Z , D C U G , V H Y P      5
  1 : R G D M , C Z Z Z , C Q U N , V A Y P      5
  2 : N G D M , C Z Z Z , K E U S , V H Y P      5
  3 : N R H M , C Z Z Z , D E T U , V H Y P      5
  4 : R Y H M , C Z Z Z , D C U G , V B Y P      5
  5 : R G D M , C Z Z Z , D C U G , V A Y P      5
  6 : R Y H M , C Z Z Z , D C U N , V A T P      5
  7 : N Q H M , C Z Z Z , C E U G , P H Y Q      5
  8 : N Q H M , C Z Z Z , C E T N , S H T P      5
  9 : R Y D M , C Z Z Z , C Q T U , S H Y P      5
 10 : R Q D C , C Z Z Z , D E T N , V B Y Q      5
 11 : N Y H M , C Z Z Z , C E T N , S H T P      5
 12 : R Y D M , C Z Z Z , D E T N , V H Y Q      5
 13 : R G H M , C Z Z Z , C C T U , S B T P      5
 14 : R Q H M , C Z Z Z , C C T E , V B Y Q      5
 15 : R R D M , C Z Z Z , P Q T N , H Y Y P      5
 16 : R R D A , C Z Z Z , P C U G , V Y T P      5
 17 : N Q H M , C Z Z Z , D C U G , S H T P      5
 18 : N Q D M , C Z Z Z , D E T N , V H Y P      5
 19 : R R H M , C Z Z Z , P Q U N , V Y Y P      5
 20 : N G D M , C Z Z Z , C Q T N , V Y T P      5
 21 : R Q H M , C Z Z Z , C E U G , P H T P      5
 22 : R G D M , C Z Z Z , D E T G , V H T P      5
 23 : N G H M , C Z Z Z , C E U Q , S B T P      5
 24 : N G I M , C Z Z Z , D E T N , V H T P      5
 25 : N Y H M , C Z Z Z , D E Q U , S H Y Q      5
 26 : N G H M , C Z Z Z , K E T U , V B T F      5
 27 : R G H M , C Z Z Z , D Q T N , V B Y Q      5
 28 : R G H M , C Z Z Z , D C T S , S B Y P      5
 29 : R Y D M , C Z Z Z , C E T U , V H Y P      5
第39世代平均適応度 5.000000
  0 : R Q D M , C Z Z Z , C W T E , V Y Y Q      5
  1 : N G D M , C Z Z Z , D E T N , V H Y P      5
  2 : N G H M , C Z Z Z , C E T G , V H T P      5
  3 : N Q D M , C Z Z Z , K E U S , V H Y P      5
  4 : R G H M , C Z Z Z , D C T S , V B Y Q      5
  5 : N G H M , C Z Z Z , C Q U N , P A Y P      5
  6 : R G D M , C Z Z Z , C E T U , V B T P      5
  7 : N R D X , C Z Z Z , C Q T N , V Y T P      5
  8 : R Q D M , C Z Z Z , D E U G , P H Y Q      5
  9 : R Q D M , C Z Z Z , K E T N , V B Y Q      5
 10 : N G D M , C Z Z Z , K E U U , V B T P      5
 11 : N Q H M , C Z Z Z , D C U G , V H T P      5
 12 : R D H M , C Z Z Z , C E U Q , V H T Q      5
 13 : R Y I M , C Z Z Z , C E T U , V H Y P      5
 14 : R R H A , C Z Z Z , P C T G , V Y T F      5
 15 : R G H M , C Z Z Z , D C T G , S H T P      5
 16 : R G H M , C Z Z Z , D Q T N , S B Y P      5
 17 : N G H T , C Z Z Z , K E T G , P H Y Q      5
 18 : N G D M , C Z Z Z , C E T S , S H T P      5
 19 : R G D M , C Z Z Z , C E T N , V A Y P      5
 20 : R Y D C , C Z Z Z , D E B N , V B Y P      5
 21 : F Q H M , C Z Z Z , C E T N , P H T P      5
 22 : N G D M , C Z Z Z , D E T N , V H T P      5
 23 : R Q D M , C Z Z Z , D E T N , H Y Y Q      5
 24 : R Q D M , C Z Z Z , C E U G , V H Y Q      5
 25 : N R H M , C Z Z Z , D E T U , V H Y P      5
 26 : N G D M , C Z Z Z , D E T N , S B Y P      5
 27 : R G I M , C Z Z Z , D E U G , V H T P      5
 28 : R G D M , C Z Z Z , D C T E , V B Y Q      5
 29 : R Y D M , C Z Z Z , C Q U U , V H Y P      5
第40世代平均適応度 5.000000
  0 : N Y D M , C Z Z Z , D C T N , S B Y Q      5
  1 : R G D M , C Z Z Z , C E T S , V H T Q      5
  2 : N G H T , C Z Z Z , P C T G , V Y Y Q      5
  3 : R L H M , C Z Z Z , C E T S , V B Y Q      5
  4 : N G H M , C Z Z Z , C E U N , P A Y P      5
  5 : R G D M , C Z Z Z , D E T N , V A Y Q      5
  6 : R Y I M , C Z Z Z , D E B U , V H Y P      5
  7 : R Q H M , C Z Z Z , D Q T N , S Y Y P      5
  8 : R R D X , C Z Z Z , C Q T N , V B T P      5
  9 : R R H M , C Z Z Z , D C T G , S Y T F      5
 10 : N Y D C , C Z Z Z , D E T N , V B T P      5
 11 : N Q D M , C Z Z Z , K C U U , V H W P      5
 12 : R R H M , C Z Z Z , C Q U G , V Y T P      5
 13 : N G H T , C Z Z Z , C E T G , P H Y Q      5
 14 : R Y H A , C Z Z Z , C E T U , V Y T F      5
 15 : R Y D C , C Z Z Z , D E T N , S B Y P      5
 16 : N G H A , C Z Z Z , P C T J , P A Y F      5
 17 : L G D M , C Z Z Z , C E T U , V Y T P      5
 18 : F G H M , C Z Z Z , C E T N , P H Y P      5
 19 : N G D M , C Z Z Z , D E U G , V H Y Q      5
 20 : N Q D M , C Z Z Z , D E T G , V H T P      5
 21 : N G H M , C Z Z Z , D E U G , V B T P      5
 22 : R G D M , C Z Z Z , C C T E , V B Y P      5
 23 : N G D M , C Z Z Z , K E U S , S B Y P      5
 24 : N Q D M , C Z Z Z , D E T N , V H T P      5
 25 : R Q H M , C Z Z Z , D C T N , S H T P      5
 26 : R D H M , C Z Z Z , D C U Q , V H T Q      5
 27 : N G D M , C Z Z Z , D C T E , S B Y P      5
 28 : R G D M , C Z Z Z , C W T E , V Y Y P      5
 29 : R R H M , C Z Z Z , C E T U , V A Y P      5
第41世代平均適応度 4.833333
  0 : R R D X , C Z Z Z , D Q T G , V H T P      5
  1 : R Q H M , C Z Z Z , D Q T N , S Y Y G      5
  2 : R Q H M , C Z Z Z , C Q U N , S Y T P      5
  3 : R L H M , C Z Z Z , C E T S , V B Y P      5
  4 : N G D M , C Z Z Z , D C T G , S Y Y P      5
  5 : R Y H M , C Z Z Z , C E T U , V A Y F      5
  6 : R E D M , C Z Z Z , C Q T N , P B Y P      5
  7 : F G H X , C Z Z Z , C E T N , V H T P      5
  8 : R Y D M , C Z Z Z , D E T N , V H Y Q      5
  9 : N G H A , C Z Z Z , P C T J , V A Y P      5
 10 : N G D M , C Z Z Z , D C T E , V B Y P      5
 11 : R G H M , C Z Z Z , D E U N , S B T P      5
 12 : R Q H M , C Z Z Z , C Q T N , S H T Q      5
 13 : N G H T , C Z Z Z , P C T E , S Y Y Q      5
 14 : N G D M , C Z Z Z , K E T U , V B Y P      5
 15 : R G H M , C Z Z Z , D C T N , S H T P      5
 16 : N Y D M , C Z Z Z , D C T N , S B Y Q      5
 17 : R G D M , C Z Z Z , C E T E , V H T P      5
 18 : N G H T , C Z Z S , P E T G , V Y Y Q      0
 19 : L G D M , C Z Z Z , C E U S , S Y T P      5
 20 : N Q D D , C Z Z Z , C E T N , V B T P      5
 21 : R Q D M , C Z Z Z , C E T S , V H T Q      5
 22 : N Y H M , C Z Z Z , C E T N , S B T F      5
 23 : N Q H M , C Z Z Z , C E T N , P A Y P      5
 24 : N Y D C , C Z Z Z , D E T N , S B Y Q      5
 25 : N G D M , C Z Z Z , D E U S , V B Y P      5
 26 : R G H M , C Z Z Z , C E T U , V Y T P      5
 27 : N Y D M , C Z Z Z , D C T N , S B Y Q      5
 28 : N G H A , C Z Z Z , C E U N , P Y T P      5
 29 : R G D M , C Z Z Z , D E U G , V H Y P      5
第42世代平均適応度 5.200000
  0 : R Q D M , C Z Z Z , D E T N , V H T Q      5
  1 : N Y H M , C Z Z Z , D C U N , S B Y P      5
  2 : N G H A , C Z Z Z , P X T E , S Y Y Q      5
  3 : N Y D M , C Z Z Z , D E U N , S B T P      5
  4 : R Y H M , C Z Z Z , C W T N , V B Y Q      5
  5 : N L H M , C Z Z Z , C C T N , S B Y Q      5
  6 : N G D M , C Z Z Z , K E T U , V B Y P      5
  7 : R Q D M , C Z Z Z , C Q T N , V H T Q      5
  8 : R E H M , C Z Z Z , C Q T N , S Y Y S      5
  9 : N G D A , C Z Z Z , C E T N , V Y T P      5
 10 : R Q D M , C Z Z Z , D Q T N , P B Y G      5
 11 : R R D D , C Z Z Z , D E T N , V B T P      5
 12 : R Y H M , Z Z Z Z , C E T U , V A Y F      16
 13 : N G H A , C Z Z Z , P C T J , V A Y P      5
 14 : N G D M , C Z Z Z , D E T G , S Y Y Q      5
 15 : R L H M , C Z Z Z , C E U S , P B Y P      5
 16 : N Y D C , C Z Z Z , D C T N , S B Y P      5
 17 : R Q H M , C Z Z Z , C Q T N , S Y T G      5
 18 : N Q H M , C Z Z Z , D C T N , P R Y P      5
 19 : N G H A , C Z Z Z , P C T J , V A Y P      5
 20 : R Q H M , C Z Z Z , D Q T N , S H Y Q      5
 21 : R Y D M , C Z Z Z , D E T S , V B Y P      5
 22 : N Q D X , C Z Z Z , C Q T G , V H T P      5
 23 : R R H M , C Z Z Z , C E T G , V Y T P      5
 24 : N G H M , C Z Z M , C E U N , S Y T P      0
 25 : F Q H X , C Z Z Z , C E T S , V H T B      5
 26 : N G D M , C Z Z Z , D C T E , V B Y P      5
 27 : R Q H M , C Z Z Z , C H T N , S H T Q      5
 28 : R Y H M , C Z Z Z , C E T U , V A Y F      5
 29 : R L D M , C Z Z Z , D E T S , V H Y P      5
第43世代平均適応度 7.800000
  0 : F Q D M , C Z Z Z , C E T E , V B T B      5
  1 : R Q H M , C Z Z Z , C Q T N , S Y T G      5
  2 : N Y H M , Z Z Z Z , D C T U , V A Y F      16
  3 : N Y H M , C Z Z Z , D C T N , V B Y P      5
  4 : R Q D M , C Z Z Z , D Q T N , V B T P      5
  5 : R Y H M , C Z Z Z , C Q T U , V H Y Q      5
  6 : R Y D M , C Z Z Z , C C T N , V B Y P      5
  7 : N Y D M , Z Z Z Z , C E T N , V A T F      16
  8 : R R H M , C Z Z Z , C E T G , S Y T P      5
  9 : R Y H M , C Z Z Z , C W U N , S B Y Q      5
 10 : R Y H M , C Z Z Z , C Q T N , V B Y Q      5
 11 : R Y D M , C Z Z Z , D E T S , V H T P      5
 12 : R Y H M , Z Z Z Z , C E T S , V A Y F      16
 13 : N Y D M , Z Z Z Z , C E T U , S A Y P      16
 14 : R Q H M , C Z Z Z , C W T N , P B Y G      5
 15 : R E H M , Z Z Z Z , C Q T N , V A Y F      16
 16 : R Q D M , Z Z Z Z , C E T N , V A T F      16
 17 : R Y D M , C Z Z Z , D Q T N , V B Y Q      5
 18 : R Y H M , C Z Z Z , D E U U , S B Y P      5
 19 : R R H M , Z Z Z Z , C E T G , V A T P      16
 20 : N G H X , C Z Z I , D C T S , V H Y P      1
 21 : R Y H M , C Z Z Z , C E T U , V Y Y F      5
 22 : R R H D , C Z Z Z , D E T N , V B Y Q      5
 23 : N G D M , C Z Z Z , C Q T U , V B T G      5
 24 : R Y H M , C Z Z Z , C E T U , S Y Y S      5
 25 : R Q D M , C Z Z Z , D Q T N , S H T P      5
 26 : R Y H M , Z Z Z Z , C E T U , V A Y F      16
 27 : R Q H M , C Z Z Z , D Q T N , P R Y P      5
 28 : R L H M , C Z Z Z , C E U U , P B Y P      5
 29 : K Y D C , C Z Z Z , C C T N , S B Y Q      5
第44世代平均適応度 11.600000
  0 : N Y H M , C Z Z Z , D C T U , V B Y P      5
  1 : R Q H M , C Z Z Z , C E T N , P Y Y P      5
  2 : R Y H M , C Z Z Z , C E T N , S Y Y S      5
  3 : R Y D M , Z Z Z Z , C Q T N , V B Y F      16
  4 : R Y H M , Z Z Z Z , C W T U , P A Y F      16
  5 : R Q H M , C Z Z Z , C Q T N , V B Y F      5
  6 : R Q H M , Z Z Z Z , C E T N , V A T P      16
  7 : R R D M , Z Z Z Z , C E T G , V A T F      16
  8 : R E D M , Z Z Z Z , D Q T N , V A T P      16
  9 : R Y D M , C Z Z Z , C E T N , V A T P      5
 10 : R Y H M , C Z Z Z , D E U U , V B Y F      5
 11 : K Y H D , C Z Z Z , C E T N , S B Y Q      5
 12 : R E H M , Z Z Z Z , C Q T U , S Y Y S      16
 13 : K Y H M , C Z Z Z , C Q T N , V H Y Q      5
 14 : R Y D M , Z Z Z Z , C E T N , V A T F      16
 15 : R R H M , C Z Z Z , D Q T G , S Z T P      5
 16 : R Y H M , Z Z Z Z , C E T S , V A Y F      16
 17 : R Y H M , Z Z Z Z , C E T N , S A Y Q      16
 18 : R R H M , C Z Z Z , D E T S , V Z T P      5
 19 : R Y D M , Z Z Z Z , C E T G , V A T P      16
 20 : R R H M , Z Z Z Z , C Q T G , V A Y F      16
 21 : R Q D M , Z Z Z Z , C E T E , V A Y F      16
 22 : R Y D M , Z Z Z Z , D E T U , V A T F      16
 23 : N Y H M , Z Z Z Z , D C T U , V A Y F      16
 24 : R Y H M , Z Z Z Z , C E T N , V B Y F      16
 25 : N Q D M , Z Z Z Z , D Q T N , V B T F      16
 26 : N Q H M , Z Z Z Z , C C T N , V A Y F      16
 27 : N Y D M , C Z Z Z , O E T N , V A T Q      5
 28 : R R D M , Z Z Z Z , C E T G , S Y T P      16
 29 : R Y D M , C Z Z Z , D Q T N , V R Y P      5
第45世代平均適応度 15.100000
  0 : R R H M , Z Z Z Z , C E T N , V B Y F      16
  1 : R E H M , Z Z Z Z , C W T U , S A Y S      16
  2 : R Y D M , Z Z Z Z , C E T G , V A Y P      16
  3 : R Y D M , Z Z Z Z , C Q T N , V A T F      16
  4 : R Y D M , Z Z Z Z , C E T N , V A Y P      16
  5 : R R H M , C Z Z Z , D Q T G , V B T P      5
  6 : R Y D M , Z Z Z Z , C E T N , V A T F      16
  7 : R Q H M , Z Z Z Z , C E T N , V A T P      16
  8 : R E D M , Z Z Z Z , C Q T N , V B Y F      16
  9 : R Y D M , Z Z Z Z , C E T G , V A T P      16
 10 : R Y D M , Z Z Z Z , C E T N , V A T F      16
 11 : R Y H M , Z Z Z Z , C Q T N , V B Y F      16
 12 : N Q H M , Z Z Z Z , D Q T U , S Y T S      16
 13 : R Y H M , Z Z Z Z , C E T N , V B Y P      16
 14 : R Y H M , Z Z Z Z , C E T N , V A Y Q      16
 15 : R E H M , Z Z Z Z , D E T N , V A Y F      16
 16 : N Q H M , Z Z Z Z , D E T N , V B T F      16
 17 : R Q D M , Z Z Z Z , D Q T N , V B T P      16
 18 : N E D M , Z Z Z Z , D Q T N , V A T F      16
 19 : R Y H M , Z Z Z Z , C E T N , S A T Q      16
 20 : N Y H M , Z Z Z Z , D Q T N , V B T F      16
 21 : N Y H M , Z Z Z Z , C C T N , V A Y F      16
 22 : X E H M , Z Z Z Z , C Q T U , P A T F      16
 23 : R Y D M , Z Z Z Z , D W T N , V A Y P      16
 24 : R Y H M , Z Z Z Z , C Q T U , P Y Y F      16
 25 : R D H M , C Q Z Z , C E T G , V A Y F      0
 26 : R Y D M , Z Z Z Z , C E T N , V B T P      16
 27 : N Q H M , Z Z Z Z , C C T N , V A T P      16
